target,component,shaft,sensors,rho,spec,spec_xshaft,n_deg,n_heal,n_xheal
fan_eff_mod,fan,LP,Wf+P24+Ps30,0.08538924588010961,0.10155988945474459,0.15345134591607257,262,535,450
fan_eff_mod,fan,LP,Wf+P24+P40,0.07366263356771452,0.07251373524292104,0.05806525055997769,262,535,450
fan_eff_mod,fan,LP,Wf+P24+P50,0.11283338321848063,0.07806941998712402,0.03771592914184385,262,535,450
fan_eff_mod,fan,LP,Wf+Ps30+P40,-0.14029485379574688,0.2893856229959072,0.3005243405564032,262,535,450
fan_eff_mod,fan,LP,Wf+Ps30+P50,-0.10866672490441319,0.17266432645956542,0.14956655035747934,262,535,450
fan_eff_mod,fan,LP,Wf+P40+P50,-0.3443493027258475,0.20890633230477296,0.20006437096466234,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+T24,0.216435850986612,-0.6728469172366107,-0.8762142413329261,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+T30,0.0020325357533906296,-0.507437027541142,-0.6687190252266926,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+T48,0.04970014184664297,-0.3392308541957436,-0.37795930531812094,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+T50,-0.30882367892793466,-0.2637352658729415,-0.3678672181056779,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+P15,0.21167741756294395,-0.36130542907800134,-0.5269807013499188,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+P21,0.21171382157549087,-0.3615008732594531,-0.5271999317200826,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+P24,0.23288436162325904,0.19664554343549812,0.16452146959927283,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+Ps30,0.4609707704852283,0.1977248657602948,0.1576768977993308,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+P40,0.6663550820552124,-0.14400693413556898,-0.229230054828506,262,535,450
fan_eff_mod,fan,LP,Nf+Nc+P50,0.19346419446160015,-0.006217566277336051,-0.12189411022998065,262,535,450
fan_eff_mod,fan,LP,Nf+T24+T30,0.4614584521375211,0.04627402417622417,-0.06338206473095687,262,535,450
fan_eff_mod,fan,LP,Nf+T24+T48,0.4432863328685723,-0.06835491526054605,-0.17164211182394684,262,535,450
fan_eff_mod,fan,LP,Nf+T24+T50,0.05933120487829902,0.024411599583581967,-0.05881614904927801,262,535,450
fan_eff_mod,fan,LP,Nf+T24+P15,0.19888557769050522,-0.06251207527825442,-0.1920643157912847,262,535,450
fan_eff_mod,fan,LP,Nf+T24+P21,0.19895335261637642,-0.06271051330722544,-0.19228694939588076,262,535,450
fan_eff_mod,fan,LP,Nf+T24+P24,0.5182528405866969,-0.27550262299617545,-0.4268890601571622,262,535,450
fan_eff_mod,fan,LP,Nf+T24+Ps30,-0.12855312658485757,-0.47266533362083174,-0.6194233536471239,262,535,450
fan_eff_mod,fan,LP,Nf+T24+P40,0.18329503650342072,-0.5647252961494753,-0.7346729738668374,262,535,450
fan_eff_mod,fan,LP,Nf+T24+P50,0.18025577080573313,0.03227492163052326,-0.039922292955691274,262,535,450
fan_eff_mod,fan,LP,Nf+T30+T48,0.3133664076086003,0.0559486175078292,0.023578523467991164,262,535,450
fan_eff_mod,fan,LP,Nf+T30+T50,0.4115029075059688,-0.1801190633175147,-0.14001560430594884,262,535,450
fan_eff_mod,fan,LP,Nf+T30+P15,0.4543358401704761,-0.2143201937462229,-0.3719035714691561,262,535,450
