split,unit,rmse,age_rmse,leak_peak,diagnosable,ds,failure_mode
2,4010,12.943593672242974,10.240590196023627,1.0,False,DS04,fan
2,5001,8.840727643116567,6.085056873846231,1.0,False,DS05,HPC
2,5002,6.659287424642376,6.085056873846231,1.0,False,DS05,HPC
2,5003,9.03635764764699,8.33344454280036,1.0,False,DS05,HPC
2,5004,10.704856401922862,20.17914074406376,1.0,False,DS05,HPC
2,5005,12.856907121970103,20.805334714513112,1.0,False,DS05,HPC
2,5006,6.992613907480753,6.337290824089373,1.0,False,DS05,HPC
2,5007,8.464200353831373,10.240590196023627,1.0,False,DS05,HPC
2,5008,9.186752151780693,14.78331992935297,1.0,False,DS05,HPC
2,5009,6.407249609279897,4.342823581705743,1.0,False,DS05,HPC
2,5010,6.206285291344598,7.7903672293787505,1.0,False,DS05,HPC
2,6001,8.927282245221626,4.319049564215757,1.0,False,DS06,HPC+LPC
2,6002,6.2105997598114095,4.319049564215757,1.0,False,DS06,HPC+LPC
2,6003,8.117999450610506,8.33344454280036,1.0,False,DS06,HPC+LPC
2,6004,7.6886307594383565,11.80593503536476,1.0,False,DS06,HPC+LPC
2,6005,13.158751564243556,20.17914074406376,1.0,False,DS06,HPC+LPC
2,6006,6.0773256402097395,5.339719935098072,1.0,False,DS06,HPC+LPC
2,6007,7.049176170031962,6.085056873846231,1.0,False,DS06,HPC+LPC
2,6008,9.793393949173893,14.78331992935297,1.0,False,DS06,HPC+LPC
2,6009,6.153254617793154,4.342823581705743,1.0,False,DS06,HPC+LPC
2,6010,6.158995102463344,7.7903672293787505,1.0,False,DS06,HPC+LPC
2,7003,6.351064779055054,4.319049564215757,1.0,True,DS07,LPT
2,8004,6.362090032632822,2.3546216549809373,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
2,8011,7.6673606246437735,13.325836766321258,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
2,9003,13.393983451479006,20.315425528448397,1.0,True,DS08c-008,HPC+HPT+LPC+LPT+fan
3,1010,9.230784115518816,7.128431265878666,1.0,True,DS01-005,HPT
3,2020,4.508944296940875,8.1475404047094,1.0,True,DS02-006,HPT+LPT
3,3003,7.728968589051135,7.149051329717862,1.0,True,DS03-012,HPT+LPT
3,3006,7.10343169010674,11.14361637452543,1.0,True,DS03-012,HPT+LPT
3,4001,14.604935145416805,11.21477027692397,1.0,False,DS04,fan
3,4002,20.288569337358876,1.1772375726416433,1.0,False,DS04,fan
3,4003,20.726649431299872,20.384249430628103,1.0,False,DS04,fan
3,4004,22.45493278906154,5.15282709253523,1.0,False,DS04,fan
3,4005,14.010768518172958,20.384249430628103,1.0,False,DS04,fan
3,4006,13.529474591492674,7.973650133910281,1.0,False,DS04,fan
3,4007,9.943104323263656,11.21477027692397,1.0,False,DS04,fan
3,4008,17.424723041733188,19.745557449381902,1.0,False,DS04,fan
3,4009,17.81648246600804,1.1772375726416433,1.0,False,DS04,fan
3,4010,16.128574736468195,9.621537836013514,1.0,False,DS04,fan
3,5001,8.980508344896876,5.393772330231236,1.0,False,DS05,HPC
