target,inputs,rho,R2,NRMSE,is_baseline
HPT_eff_mod,T50+P15+P40,0.6123393325297726,0.544080194640448,0.6752183390278674,False
HPT_eff_mod,Nf+T30+T48,0.611971720610583,0.6514051820261386,0.5904191883516842,False
HPT_eff_mod,T50+P24+P50,0.6106346966949721,0.49418707039385656,0.7112052654516441,False
HPT_eff_mod,Nf+T48+P24,0.6105587015032303,0.3904690123728046,0.7807246554497915,False
HPT_eff_mod,Wf+T30+T50,0.6097755824491833,0.7473916974744221,0.5026015345435964,False
HPT_eff_mod,Wf+T30+T48,0.6094434386334912,0.7749655823202051,0.4743779270579471,False
HPT_eff_mod,Nf+T48+P15,0.6094095260168677,0.3484743286915729,0.8071714014436012,False
HPT_eff_mod,T48+P24+Ps30,0.6075096917888761,0.5421974283741664,0.6766110933363668,False
HPT_eff_mod,Nf+T48+P21,0.6061477328274113,0.34356257125603984,0.8102082625744818,False
HPT_eff_mod,Wf+Nf+P40,0.6061202751824573,0.5046322117947382,0.703823691136681,False
HPT_eff_mod,T50+Ps30+P40,0.6057770739702184,0.5077726495312872,0.7015891607406096,False
HPT_eff_mod,Nf+T50+P15,0.6053144296712617,0.33480084142585764,0.8155974243302528,False
HPT_eff_mod,Nf+T48+P50,0.6048408755420998,0.4078984112670837,0.7694813764691881,False
HPT_eff_mod,T48+Ps30+P40,0.6044401588132629,0.47335329596093323,0.7257042813977791,False
HPT_eff_mod,Wf+Nc+P40,0.6038683795528755,0.7240235453967292,0.5253346120362439,False
HPT_eff_mod,T50+P15+P24,0.6036903155429924,0.39612019649634367,0.777097036092441,False
HPT_eff_mod,Nf+Nc+P15,0.6023924784481008,0.75778384950541,0.4921546001965135,False
HPT_eff_mod,T48+Ps30+P50,0.6020982710868374,0.49522026460191537,0.710478525641757,False
HPT_eff_mod,T50+P21+P24,0.6020961614458092,0.3977242829938218,0.7760642479886433,False
HPT_eff_mod,Wf+Nf+P50,0.6018083461325798,0.4188853677815111,0.7623087512409188,False
HPT_eff_mod,T30+T50+P24,0.601487553039661,0.6807095716389358,0.5650578982379277,False
HPT_eff_mod,T24+T50+P40,0.6011960398186157,0.4820551783507885,0.7196838345059667,False
HPT_eff_mod,Nf+Nc+P21,0.5995091247607914,0.7353963501933243,0.5143963936563667,False
HPT_eff_mod,Nf+T50+P21,0.5983962552588472,0.32778685446320377,0.8198860564351588,False
HPT_eff_mod,Wf+Nf+P15,0.5983228326486864,0.16708953267458238,0.9126392865340708,False
HPT_eff_mod,Wf+P24+Ps30,0.5981577708245346,0.5214027386235613,0.6918072429343587,False
HPT_eff_mod,Nf+T50+P24,0.5979681707330482,0.35579529705733726,0.8026236371691671,False
HPT_eff_mod,Wf+T30+Ps30,0.5976885239481979,0.7238474057359786,0.5255022305033743,False
HPT_eff_mod,Wf+T24+P40,0.5973518903801339,0.5599556244798871,0.663358406534592,False
HPT_eff_mod,Wf+P15+P21,0.5970493288718037,0.2794608039157739,0.8488458023011166,False
HPT_eff_mod,Wf+T24+Ps30,0.5968753496140793,0.5304073522678694,0.6852683034637824,False
HPT_eff_mod,T24+T50+P24,0.5954606090150771,0.38964341949954384,0.7812532115136912,False
HPT_eff_mod,Nc+P15+P24,0.5924988724286678,0.699213072637962,0.5484404501511885,False
HPT_eff_mod,Nf+T50+P50,0.5924250168068607,0.368187967595198,0.7948660468310381,False
HPT_eff_mod,Nf+T24+T30,0.5921151503460632,0.7442064940189226,0.5057603246411065,False
HPT_eff_mod,T48+T50+P24,0.5910075376281554,0.41303442234373966,0.7661367878233367,False
HPT_eff_mod,T24+P21+P24,0.5902560469358352,0.3864199516585647,0.7833135057826052,False
HPT_eff_mod,Wf+Nf+Ps30,0.5892400419826548,0.45421898486779055,0.738769933830695,False
HPT_eff_mod,T24+P21+P40,0.5870530644751321,0.37621266244694396,0.7898020875846405,False
HPT_eff_mod,Wf+T30+P50,0.585662036472024,0.803413431002291,0.44338083968266945,False
