size,dropped,RMSE,RMSE_sd,NASA,R2,rho_RUL,min_leaf_R2,min_leaf_R2_sd,mean_leaf_R2
7,HPT.hpt_flow,9.063281514259343,0.27158855291294615,1.2009066283730856,0.7429360120379913,0.9070626028074112,0.2436714384217571,0.05488304738589864,0.4357725094233431
7,LPT.lpt_eff,8.73252882288257,0.20327789417293304,1.1349620364413624,0.7614409881489781,0.918338162997793,0.2436714384217571,0.05488304738589864,0.45367489627497976
7,LPT.lpt_flow,8.68837392765951,0.19139722317884528,1.1286340503230805,0.7638607317798414,0.9214569190470918,0.2436714384217571,0.05488304738589864,0.45645030841375317
7,fan.fan_eff,8.619497306106823,0.1546940958963734,1.1008568048588412,0.7676277626933871,0.9235422094444484,0.2846611721758645,0.031113228905301712,0.4820472844956254
7,fan.fan_flow,8.615991706362339,0.1641398560147141,1.106210295594604,0.7678072613555962,0.9229187386316379,0.2531001875200328,0.05618581856416047,0.4775385724019352
6,HPT.hpt_eff,9.935747598916718,0.7239404857712488,1.4567755658394097,0.6897004611251912,0.8666431566786277,0.2846611721758645,0.031113228905301712,0.44399773816602767
6,HPT.hpt_flow,8.866120015234435,0.2207012126527527,1.1543581062656267,0.754067039571651,0.913654181080431,0.2846611721758645,0.031113228905301712,0.4662178964072281
6,LPT.lpt_eff,8.609945257649095,0.0883166283652632,1.0833366567884555,0.7681927715471911,0.9204238698304561,0.2846611721758645,0.031113228905301712,0.48710401440080414
6,LPT.lpt_flow,8.529754621831978,0.13157862138700718,1.0810038401387077,0.7724604430602123,0.9258497421407851,0.2846611721758645,0.031113228905301712,0.4903419952293732
5,HPT.hpt_eff,10.078793357563232,0.8139886293711552,1.490237594493798,0.6803158481107303,0.8598037742127268,0.2846611721758645,0.031113228905301712,0.44634148178060534
5,HPT.hpt_flow,8.794374159392204,0.21687230290016132,1.1336995054885737,0.7580339651912623,0.9160673792212388,0.2846611721758645,0.031113228905301712,0.4730056716700459
